,date,team1Name,team2Name,venue,teamType,referee,result,day,month,season,avgLast5ScoresTeam1,avgLast5ScoresAgainstTeam1,avgLast5ScoresTeam2,avgLast5ScoresAgainstTeam2,avgLast5BpsTeam1,avgLast5BpsAgainstTeam1,avgLast5BpsTeam2,avgLast5BpsAgainstTeam2,avgLast5TriesTeam1,avgLast5ConversionsTeam1,avgLast5PenaltiesTeam1,avgLast5DropGoalsTeam1,avgLast5TriesAgainstTeam1,avgLast5ConversionsAgainstTeam1,avgLast5PenaltiesAgainstTeam1,avgLast5DropGoalsAgainstTeam1,avgLast5TriesTeam2,avgLast5ConversionsTeam2,avgLast5PenaltiesTeam2,avgLast5DropGoalsTeam2,avgLast5TriesAgainstTeam2,avgLast5ConversionsAgainstTeam2,avgLast5PenaltiesAgainstTeam2,avgLast5DropGoalsAgainstTeam2,targetCode,wonLastGameTeam1,wonLastGameTeam2,team1LastSeasonStanding,team2LastSeasonStanding
1097,2016-05-01,Harlequins,London Irish,Madejski Stadium,away,JP Doyle,W,Sun,May,2015-16,26.2,25.0,13.2,19.8,0.8,0.4,0.4,0.2,2.4,2.0,3.4,0.0,3.0,2.0,2.0,0.0,1.0,0.8,2.2,0.0,1.6,1.4,3.0,0.0,1,0.0,0,8,10
1251,2016-05-01,Saracens,Newcastle,Allianz Park,home,Ian Tempest,W,Sun,May,2015-16,25.4,15.4,18.8,27.8,0.4,0.0,0.2,0.8,3.0,2.2,2.0,0.0,1.2,0.8,2.4,0.2,1.8,1.6,2.2,0.0,3.4,2.4,2.0,0.0,1,1.0,1,4,11
343,2016-05-01,Wasps,Exeter,Sandy Park,away,Matthew Carley,L,Sun,May,2015-16,38.2,19.4,25.8,18.6,0.8,0.2,0.6,0.2,5.2,4.0,1.4,0.0,2.6,1.4,1.2,0.0,3.0,1.8,2.4,0.0,2.4,1.8,1.0,0.0,0,1.0,0,6,5
1953,2016-05-01,Exeter,Wasps,Sandy Park,home,Matthew Carley,W,Sun,May,2015-16,25.8,18.6,38.2,19.4,0.6,0.2,0.8,0.2,3.0,1.8,2.4,0.0,2.4,1.8,1.0,0.0,5.2,4.0,1.4,0.0,2.6,1.4,1.2,0.0,1,0.0,1,5,6
723,2016-05-01,London Irish,Harlequins,Madejski Stadium,home,JP Doyle,L,Sun,May,2015-16,13.2,19.8,26.2,25.0,0.4,0.2,0.8,0.4,1.0,0.8,2.2,0.0,1.6,1.4,3.0,0.0,2.4,2.0,3.4,0.0,3.0,2.0,2.0,0.0,0,0.0,0,10,8
1782,2016-05-07,Worcester,Saracens,Sixways,home,Luke Pearce,L,Sat,May,2015-16,19.4,31.2,24.8,15.0,0.2,1.0,0.4,0.0,2.4,1.0,1.8,0.0,4.0,3.2,1.6,0.0,3.2,2.0,1.6,0.0,1.4,1.0,1.8,0.2,0,0.0,1,13,4
1413,2016-05-07,Gloucester,Northampton,Kingsholm,home,JP Doyle,L,Sat,May,2015-16,17.6,19.0,17.2,23.0,0.6,0.6,0.4,0.4,1.2,1.0,3.2,0.0,2.2,1.0,2.0,0.0,2.0,1.2,1.6,0.0,2.2,1.8,2.8,0.0,0,1.0,1,9,1
1252,2016-05-07,Sale,Newcastle,Kingston Park,away,Matthew Carley,W,Sat,May,2015-16,24.6,19.2,18.2,26.0,0.8,0.4,0.2,0.6,3.0,2.4,1.6,0.0,1.8,1.2,2.6,0.0,1.8,1.6,2.0,0.0,3.2,2.0,2.0,0.0,1,0.0,0,7,11
344,2016-05-07,Harlequins,Exeter,Twickenham Stoop,home,Wayne Barnes,L,Sat,May,2015-16,25.6,24.4,24.2,15.8,0.8,0.4,0.4,0.2,2.4,2.0,3.2,0.0,3.0,2.0,1.8,0.0,2.8,1.8,2.2,0.0,2.0,1.4,1.0,0.0,0,1.0,1,8,5
2113,2016-05-07,Saracens,Worcester,Sixways,away,Luke Pearce,W,Sat,May,2015-16,24.8,15.0,19.4,31.2,0.4,0.0,0.2,1.0,3.2,2.0,1.6,0.0,1.4,1.0,1.8,0.2,2.4,1.0,1.8,0.0,4.0,3.2,1.6,0.0,1,1.0,0,4,13
910,2016-05-07,Bath,Leicester,The Recreation Ground,home,Craig Maxwell-Keys,W,Sat,May,2015-16,18.0,22.4,27.4,22.2,0.4,1.0,0.6,0.4,2.2,1.4,1.4,0.0,2.8,1.8,1.6,0.0,3.2,2.4,2.0,0.2,2.2,2.0,2.4,0.0,1,0.0,1,2,3
1098,2016-05-07,Wasps,London Irish,Ricoh Arena,home,Thomas Foley,W,Sat,May,2015-16,31.6,19.4,15.0,21.0,0.6,0.2,0.6,0.4,4.2,3.2,1.4,0.0,2.6,1.4,1.2,0.0,1.4,1.0,2.0,0.0,2.0,1.6,2.6,0.0,1,0.0,0,6,10
1596,2016-05-07,Newcastle,Sale,Kingston Park,home,Matthew Carley,L,Sat,May,2015-16,18.2,26.0,24.6,19.2,0.2,0.6,0.8,0.4,1.8,1.6,2.0,0.0,3.2,2.0,2.0,0.0,3.0,2.4,1.6,0.0,1.8,1.2,2.6,0.0,0,0.0,0,11,7
540,2016-05-07,Northampton,Gloucester,Kingsholm,away,JP Doyle,W,Sat,May,2015-16,17.2,23.0,17.6,19.0,0.4,0.4,0.6,0.6,2.0,1.2,1.6,0.0,2.2,1.8,2.8,0.0,1.2,1.0,3.2,0.0,2.2,1.0,2.0,0.0,1,1.0,1,1,9
1954,2016-05-07,London Irish,Wasps,Ricoh Arena,away,Thomas Foley,L,Sat,May,2015-16,15.0,21.0,31.6,19.4,0.6,0.4,0.6,0.2,1.4,1.0,2.0,0.0,2.0,1.6,2.6,0.0,4.2,3.2,1.4,0.0,2.6,1.4,1.2,0.0,0,0.0,0,10,6
724,2016-05-07,Exeter,Harlequins,Twickenham Stoop,away,Wayne Barnes,W,Sat,May,2015-16,24.2,15.8,25.6,24.4,0.4,0.2,0.8,0.4,2.8,1.8,2.2,0.0,2.0,1.4,1.0,0.0,2.4,2.0,3.2,0.0,3.0,2.0,1.8,0.0,1,1.0,1,5,8
40,2016-05-07,Leicester,Bath,The Recreation Ground,away,Craig Maxwell-Keys,L,Sat,May,2015-16,27.4,22.2,18.0,22.4,0.6,0.4,0.4,1.0,3.2,2.4,2.0,0.2,2.2,2.0,2.4,0.0,2.2,1.4,1.4,0.0,2.8,1.8,1.6,0.0,0,1.0,0,3,2
345,2016-05-21,Wasps,Exeter,Sandy Park,away,Greg Garner,L,Sat,May,2015-16,31.4,19.4,32.6,18.2,0.6,0.2,0.6,0.2,4.4,2.6,1.4,0.0,2.6,1.4,1.2,0.0,4.6,3.0,1.2,0.0,2.2,1.8,1.2,0.0,0,1.0,1,6,5
1955,2016-05-21,Exeter,Wasps,Sandy Park,home,Greg Garner,W,Sat,May,2015-16,32.6,18.2,31.4,19.4,0.6,0.2,0.6,0.2,4.6,3.0,1.2,0.0,2.2,1.8,1.2,0.0,4.4,2.6,1.4,0.0,2.6,1.4,1.2,0.0,1,1.0,1,5,6
1783,2016-05-21,Leicester,Saracens,Allianz Park,away,JP Doyle,L,Sat,May,2015-16,28.6,27.2,30.8,14.6,0.8,0.6,0.6,0.0,3.6,2.6,1.8,0.0,3.0,2.8,2.2,0.0,4.2,2.8,1.4,0.0,1.6,1.2,1.4,0.0,0,0.0,1,3,4
911,2016-05-21,Saracens,Leicester,Allianz Park,home,JP Doyle,W,Sat,May,2015-16,30.8,14.6,28.6,27.2,0.6,0.0,0.8,0.6,4.2,2.8,1.4,0.0,1.6,1.2,1.4,0.0,3.6,2.6,1.8,0.0,3.0,2.8,2.2,0.0,1,1.0,0,4,3
346,2016-05-28,Saracens,Exeter,Twickenham Stadium,home,Wayne Barnes,W,Sat,May,2015-16,32.4,14.4,35.8,15.6,0.4,0.0,0.6,0.0,4.2,3.0,1.8,0.0,1.6,1.4,1.2,0.0,5.0,3.6,1.2,0.0,1.6,1.4,1.6,0.0,1,1.0,1,4,5
1784,2016-05-28,Exeter,Saracens,Twickenham Stadium,away,Wayne Barnes,L,Sat,May,2015-16,35.8,15.6,32.4,14.4,0.6,0.0,0.4,0.0,5.0,3.6,1.2,0.0,1.6,1.4,1.6,0.0,4.2,3.0,1.8,0.0,1.6,1.4,1.2,0.0,0,1.0,1,5,4
1597,2016-09-02,Newcastle,Sale,Kingston Park,home,Greg Garner,W,Fri,Sep,2016-17,17.4,26.0,23.4,18.2,0.2,0.6,0.8,0.4,2.2,1.4,1.2,0.0,3.2,2.0,2.0,0.0,2.8,2.0,1.8,0.0,2.0,0.8,2.2,0.0,1,0.0,1,11,6
1253,2016-09-02,Sale,Newcastle,Kingston Park,away,Greg Garner,L,Fri,Sep,2016-17,23.4,18.2,17.4,26.0,0.8,0.4,0.2,0.6,2.8,2.0,1.8,0.0,2.0,0.8,2.2,0.0,2.2,1.4,1.2,0.0,3.2,2.0,2.0,0.0,0,1.0,0,6,11
912,2016-09-02,Gloucester,Leicester,Kingsholm,home,Wayne Barnes,L,Fri,Sep,2016-17,18.0,20.0,28.0,30.6,0.4,0.6,0.6,0.6,1.2,1.2,3.2,0.0,2.4,1.0,2.0,0.0,3.6,2.6,1.6,0.0,3.4,3.2,2.4,0.0,0,0.0,0,8,4
541,2016-09-02,Leicester,Gloucester,Kingsholm,away,Wayne Barnes,W,Fri,Sep,2016-17,28.0,30.6,18.0,20.0,0.6,0.6,0.4,0.6,3.6,2.6,1.6,0.0,3.4,3.2,2.4,0.0,1.2,1.2,3.2,0.0,2.4,1.0,2.0,0.0,1,0.0,0,4,8
2114,2016-09-03,Saracens,Worcester,Twickenham Stadium,home,Matthew Carley,W,Sat,Sep,2016-17,32.0,16.4,19.0,36.8,0.2,0.0,0.2,1.0,4.0,3.0,2.0,0.0,1.8,1.6,1.4,0.0,2.6,1.2,1.2,0.0,5.2,4.2,0.8,0.0,1,1.0,0,1,10
1785,2016-09-03,Worcester,Saracens,Twickenham Stadium,away,Matthew Carley,L,Sat,Sep,2016-17,19.0,36.8,32.0,16.4,0.2,1.0,0.2,0.0,2.6,1.2,1.2,0.0,5.2,4.2,0.8,0.0,4.0,3.0,2.0,0.0,1.8,1.6,1.4,0.0,0,0.0,1,10,1
1414,2016-09-03,Bath,Northampton,Franklin's Gardens,away,JP Doyle,W,Sat,Sep,2016-17,22.2,25.4,20.4,23.0,0.6,1.0,0.4,0.4,2.6,2.2,1.6,0.0,3.6,2.2,1.0,0.0,2.2,1.4,2.2,0.0,2.4,2.2,2.2,0.0,1,1.0,1,9,5
41,2016-09-03,Northampton,Bath,Franklin's Gardens,home,JP Doyle,L,Sat,Sep,2016-17,20.4,23.0,22.2,25.4,0.4,0.4,0.6,1.0,2.2,1.4,2.2,0.0,2.4,2.2,2.2,0.0,2.6,2.2,1.6,0.0,3.6,2.2,1.0,0.0,0,1.0,1,5,9
1956,2016-09-04,Exeter,Wasps,Ricoh Arena,away,Tom Foley,L,Sun,Sep,2016-17,29.8,18.8,29.2,22.2,0.4,0.0,0.4,0.2,3.8,3.0,1.6,0.0,1.8,1.6,2.2,0.0,3.8,2.4,1.8,0.0,3.0,1.8,1.2,0.0,0,0.0,0,2,3
347,2016-09-04,Wasps,Exeter,Ricoh Arena,home,Tom Foley,W,Sun,Sep,2016-17,29.2,22.2,29.8,18.8,0.4,0.2,0.4,0.0,3.8,2.4,1.8,0.0,3.0,1.8,1.2,0.0,3.8,3.0,1.6,0.0,1.8,1.6,2.2,0.0,1,0.0,0,3,2
2115,2016-09-09,Gloucester,Worcester,Sixways,away,Luke Pearce,D,Fri,Sep,2016-17,21.8,24.2,17.2,42.6,0.6,0.8,0.2,1.0,2.0,2.0,2.6,0.0,2.8,1.8,2.2,0.0,2.6,1.2,0.6,0.0,6.0,4.8,1.0,0.0,0,0.0,0,8,10
542,2016-09-09,Worcester,Gloucester,Sixways,home,Luke Pearce,D,Fri,Sep,2016-17,17.2,42.6,21.8,24.2,0.2,1.0,0.6,0.8,2.6,1.2,0.6,0.0,6.0,4.8,1.0,0.0,2.0,2.0,2.6,0.0,2.8,1.8,2.2,0.0,0,0.0,0,10,8
1598,2016-09-09,Harlequins,Sale,AJ Bell Stadium,away,Tom Foley,L,Fri,Sep,2016-17,27.0,30.6,20.8,19.0,0.4,0.6,1.0,0.4,3.0,2.4,2.4,0.0,4.4,2.8,1.0,0.0,2.6,1.8,1.4,0.0,1.8,0.8,2.8,0.0,0,1.0,0,7,6
725,2016-09-09,Sale,Harlequins,AJ Bell Stadium,home,Tom Foley,W,Fri,Sep,2016-17,20.8,19.0,27.0,30.6,1.0,0.4,0.4,0.6,2.6,1.8,1.4,0.0,1.8,0.8,2.8,0.0,3.0,2.4,2.4,0.0,4.4,2.8,1.0,0.0,1,0.0,0,6,7
1957,2016-09-10,Leicester,Wasps,Welford Road,home,Greg Garner,L,Sat,Sep,2016-17,28.6,30.8,28.6,25.0,0.6,0.8,0.4,0.4,3.6,3.2,1.4,0.0,3.6,3.4,2.0,0.0,3.8,2.4,1.6,0.0,3.4,2.2,1.2,0.0,0,1.0,1,4,3
42,2016-09-10,Newcastle,Bath,Recreation Ground,away,Ian Tempest,L,Sat,Sep,2016-17,17.2,22.6,23.8,22.2,0.2,0.6,0.6,1.0,2.0,1.2,1.6,0.0,2.6,1.8,2.0,0.0,2.4,2.0,2.2,0.4,3.2,2.2,0.6,0.0,0,1.0,1,11,9
913,2016-09-10,Wasps,Leicester,Welford Road,away,Greg Garner,W,Sat,Sep,2016-17,28.6,25.0,28.6,30.8,0.4,0.4,0.6,0.8,3.8,2.4,1.6,0.0,3.4,2.2,1.2,0.0,3.6,3.2,1.4,0.0,3.6,3.4,2.0,0.0,1,1.0,1,3,4
1254,2016-09-10,Bath,Newcastle,Recreation Ground,home,Ian Tempest,W,Sat,Sep,2016-17,23.8,22.2,17.2,22.6,0.6,1.0,0.2,0.6,2.4,2.0,2.2,0.4,3.2,2.2,0.6,0.0,2.0,1.2,1.6,0.0,2.6,1.8,2.0,0.0,1,1.0,1,9,11
348,2016-09-11,Saracens,Exeter,Sandy Park,away,JP Doyle,W,Sun,Sep,2016-17,34.6,14.6,32.0,20.6,0.4,0.0,0.4,0.0,4.2,3.2,2.4,0.0,1.8,1.6,0.8,0.0,4.2,3.4,1.4,0.0,2.2,1.8,2.0,0.0,1,1.0,0,1,2
1786,2016-09-11,Exeter,Saracens,Sandy Park,home,JP Doyle,L,Sun,Sep,2016-17,32.0,20.6,34.6,14.6,0.4,0.0,0.4,0.0,4.2,3.4,1.4,0.0,2.2,1.8,2.0,0.0,4.2,3.2,2.4,0.0,1.8,1.6,0.8,0.0,0,0.0,1,2,1
543,2016-09-16,Sale,Gloucester,AJ Bell Stadium,home,Ian Tempest,L,Fri,Sep,2016-17,18.8,17.6,20.4,21.8,0.8,0.4,0.4,0.6,2.0,1.4,2.0,0.0,1.8,1.0,2.2,0.0,1.8,1.8,2.6,0.0,2.4,1.6,2.2,0.0,0,1.0,1,6,8
1599,2016-09-16,Gloucester,Sale,AJ Bell Stadium,away,Ian Tempest,W,Fri,Sep,2016-17,20.4,21.8,18.8,17.6,0.4,0.6,0.8,0.4,1.8,1.8,2.6,0.0,2.4,1.6,2.2,0.0,2.0,1.4,2.0,0.0,1.8,1.0,2.2,0.0,1,0.0,1,8,6
726,2016-09-17,Exeter,Harlequins,Sandy Park,home,Matthew Carley,W,Sat,Sep,2016-17,29.8,26.8,19.8,29.4,0.4,0.2,0.2,0.6,3.8,3.0,1.6,0.0,3.2,2.4,2.0,0.0,2.0,1.6,2.2,0.0,4.0,2.6,1.4,0.0,1,0.0,0,2,7
1415,2016-09-17,Saracens,Northampton,Allianz Park,home,Greg Garner,W,Sat,Sep,2016-17,36.8,14.4,22.6,18.4,0.6,0.0,0.6,0.2,4.6,3.6,2.2,0.0,1.6,1.4,1.2,0.0,2.6,1.8,2.0,0.0,1.6,1.6,2.0,0.4,1,1.0,1,1,5
1787,2016-09-17,Northampton,Saracens,Allianz Park,away,Greg Garner,L,Sat,Sep,2016-17,22.6,18.4,36.8,14.4,0.6,0.2,0.6,0.0,2.6,1.8,2.0,0.0,1.6,1.6,2.0,0.4,4.6,3.6,2.2,0.0,1.6,1.4,1.2,0.0,0,1.0,1,5,1
43,2016-09-17,Worcester,Bath,Recreation Ground,away,Craig Maxwell-Keys,L,Sat,Sep,2016-17,19.4,37.2,32.0,17.4,0.2,0.8,0.8,0.8,2.8,1.2,1.0,0.0,4.8,4.2,1.6,0.0,3.8,3.2,1.6,0.6,2.6,1.6,0.4,0.0,0,0.0,1,10,9
349,2016-09-17,Harlequins,Exeter,Sandy Park,away,Matthew Carley,L,Sat,Sep,2016-17,19.8,29.4,29.8,26.8,0.2,0.6,0.4,0.2,2.0,1.6,2.2,0.0,4.0,2.6,1.4,0.0,3.8,3.0,1.6,0.0,3.2,2.4,2.0,0.0,0,0.0,0,7,2
2116,2016-09-17,Bath,Worcester,Recreation Ground,home,Craig Maxwell-Keys,W,Sat,Sep,2016-17,32.0,17.4,19.4,37.2,0.8,0.8,0.2,0.8,3.8,3.2,1.6,0.6,2.6,1.6,0.4,0.0,2.8,1.2,1.0,0.0,4.8,4.2,1.6,0.0,1,1.0,1,9,10
1255,2016-09-18,Leicester,Newcastle,Kingston Park,away,JP Doyle,W,Sun,Sep,2016-17,27.0,32.8,13.2,25.0,0.6,0.8,0.2,0.6,3.4,2.6,1.6,0.0,4.0,4.0,1.6,0.0,1.6,0.8,1.2,0.0,3.0,2.0,1.8,0.2,1,0.0,0,4,11
914,2016-09-18,Newcastle,Leicester,Kingston Park,home,JP Doyle,L,Sun,Sep,2016-17,13.2,25.0,27.0,32.8,0.2,0.6,0.6,0.8,1.6,0.8,1.2,0.0,3.0,2.0,1.8,0.2,3.4,2.6,1.6,0.0,4.0,4.0,1.6,0.0,0,0.0,0,11,4
1788,2016-09-24,Harlequins,Saracens,Twickenham Stoop,home,Craig Maxwell-Keys,W,Sat,Sep,2016-17,22.4,32.2,33.6,13.0,0.2,0.8,0.4,0.0,2.6,2.0,1.8,0.0,4.4,3.0,1.4,0.0,3.8,2.8,3.0,0.0,1.0,1.0,2.0,0.0,1,0.0,1,7,1
544,2016-09-24,Newcastle,Gloucester,Kingsholm,away,David Sainsbury,W,Sat,Sep,2016-17,13.2,26.6,22.4,22.6,0.4,0.4,0.4,0.4,1.6,0.8,1.2,0.0,3.2,2.0,2.0,0.2,2.0,2.0,2.8,0.0,2.8,1.6,1.8,0.0,1,0.0,1,11,8
1958,2016-09-24,Northampton,Wasps,Franklin's Gardens,home,Luke Pearce,L,Sat,Sep,2016-17,20.2,17.8,38.0,22.0,0.4,0.2,0.6,0.2,2.2,1.6,2.0,0.0,1.4,1.2,2.4,0.4,5.0,3.2,2.2,0.0,2.6,1.8,1.8,0.0,0,0.0,1,5,3
727,2016-09-24,Saracens,Harlequins,Twickenham Stoop,away,Craig Maxwell-Keys,L,Sat,Sep,2016-17,33.6,13.0,22.4,32.2,0.4,0.0,0.2,0.8,3.8,2.8,3.0,0.0,1.0,1.0,2.0,0.0,2.6,2.0,1.8,0.0,4.4,3.0,1.4,0.0,0,1.0,0,1,7
2117,2016-09-24,Sale,Worcester,Sixways,away,JP Doyle,D,Sat,Sep,2016-17,16.2,16.4,16.8,33.8,0.4,0.2,0.0,0.8,1.6,0.8,2.2,0.0,1.4,0.8,2.6,0.0,2.2,1.4,1.0,0.0,4.0,3.6,2.2,0.0,0,0.0,0,6,10
1416,2016-09-24,Wasps,Northampton,Franklin's Gardens,away,Luke Pearce,W,Sat,Sep,2016-17,38.0,22.0,20.2,17.8,0.6,0.2,0.4,0.2,5.0,3.2,2.2,0.0,2.6,1.8,1.8,0.0,2.2,1.6,2.0,0.0,1.4,1.2,2.4,0.4,1,1.0,0,3,5
1256,2016-09-24,Gloucester,Newcastle,Kingsholm,home,David Sainsbury,L,Sat,Sep,2016-17,22.4,22.6,13.2,26.6,0.4,0.4,0.4,0.4,2.0,2.0,2.8,0.0,2.8,1.6,1.8,0.0,1.6,0.8,1.2,0.0,3.2,2.0,2.0,0.2,0,1.0,0,8,11
1600,2016-09-24,Worcester,Sale,Sixways,home,JP Doyle,D,Sat,Sep,2016-17,16.8,33.8,16.2,16.4,0.0,0.8,0.4,0.2,2.2,1.4,1.0,0.0,4.0,3.6,2.2,0.0,1.6,0.8,2.2,0.0,1.4,0.8,2.6,0.0,0,0.0,0,10,6
915,2016-09-25,Bath,Leicester,Welford Road,away,Matthew Carley,L,Sun,Sep,2016-17,33.0,16.6,23.6,32.0,0.8,0.4,0.4,1.0,3.8,3.4,1.8,0.6,2.4,1.4,0.6,0.0,2.8,1.8,2.0,0.0,3.8,3.8,1.8,0.0,0,1.0,1,9,4
44,2016-09-25,Leicester,Bath,Welford Road,home,Matthew Carley,W,Sun,Sep,2016-17,23.6,32.0,33.0,16.6,0.4,1.0,0.8,0.4,2.8,1.8,2.0,0.0,3.8,3.8,1.8,0.0,3.8,3.4,1.8,0.6,2.4,1.4,0.6,0.0,1,1.0,1,4,9
1417,2016-09-30,Exeter,Northampton,Franklin's Gardens,away,Matthew Carley,L,Fri,Sep,2016-17,26.0,25.8,20.2,19.0,0.6,0.2,0.6,0.0,3.0,2.8,1.8,0.0,3.4,2.0,1.6,0.0,2.2,1.6,2.0,0.0,1.4,1.2,2.8,0.4,0,1.0,0,2,5
350,2016-09-30,Northampton,Exeter,Franklin's Gardens,home,Matthew Carley,W,Fri,Sep,2016-17,20.2,19.0,26.0,25.8,0.6,0.0,0.6,0.2,2.2,1.6,2.0,0.0,1.4,1.2,2.8,0.4,3.0,2.8,1.8,0.0,3.4,2.0,1.6,0.0,1,0.0,1,5,2
916,2016-10-01,Sale,Leicester,AJ Bell Stadium,home,Craig Maxwell-Keys,W,Sat,Oct,2016-17,20.8,20.8,25.0,27.2,0.4,0.4,0.2,0.8,2.2,1.6,2.2,0.0,2.4,1.4,2.0,0.0,2.6,1.8,2.8,0.0,3.2,3.2,1.6,0.0,1,0.0,1,6,4
545,2016-10-01,Bath,Gloucester,Kingsholm,away,JP Doyle,W,Sat,Oct,2016-17,33.0,20.4,22.6,24.0,0.6,0.4,0.6,0.2,3.8,3.4,1.8,0.6,2.6,1.6,1.4,0.0,2.2,2.2,2.4,0.0,3.0,1.8,1.8,0.0,1,0.0,0,9,8
45,2016-10-01,Gloucester,Bath,Kingsholm,home,JP Doyle,L,Sat,Oct,2016-17,22.6,24.0,33.0,20.4,0.6,0.2,0.6,0.4,2.2,2.2,2.4,0.0,3.0,1.8,1.8,0.0,3.8,3.4,1.8,0.6,2.6,1.6,1.4,0.0,0,0.0,0,8,9
1601,2016-10-01,Leicester,Sale,AJ Bell Stadium,away,Craig Maxwell-Keys,L,Sat,Oct,2016-17,25.0,27.2,20.8,20.8,0.2,0.8,0.4,0.4,2.6,1.8,2.8,0.0,3.2,3.2,1.6,0.0,2.2,1.6,2.2,0.0,2.4,1.4,2.0,0.0,0,1.0,1,4,6
1257,2016-10-02,Worcester,Newcastle,Sixways,home,Tom Foley,W,Sun,Oct,2016-17,20.2,34.4,14.0,24.6,0.2,0.8,0.4,0.6,2.8,1.6,1.0,0.0,4.0,3.6,2.4,0.0,1.6,0.6,1.6,0.0,2.8,2.0,2.0,0.2,1,0.0,1,10,11
2118,2016-10-02,Newcastle,Worcester,Sixways,away,Tom Foley,L,Sun,Oct,2016-17,14.0,24.6,20.2,34.4,0.4,0.6,0.2,0.8,1.6,0.6,1.6,0.0,2.8,2.0,2.0,0.2,2.8,1.6,1.0,0.0,4.0,3.6,2.4,0.0,0,1.0,1,11,10
1959,2016-10-02,Harlequins,Wasps,Ricoh Arena,away,Greg Garner,L,Sun,Oct,2016-17,19.4,29.2,34.4,22.6,0.0,0.8,0.4,0.4,2.2,1.8,1.6,0.0,4.0,2.8,1.2,0.0,4.2,3.4,2.2,0.0,2.6,1.8,2.0,0.0,0,1.0,1,7,3
728,2016-10-02,Wasps,Harlequins,Ricoh Arena,home,Greg Garner,W,Sun,Oct,2016-17,34.4,22.6,19.4,29.2,0.4,0.4,0.0,0.8,4.2,3.4,2.2,0.0,2.6,1.8,2.0,0.0,2.2,1.8,1.6,0.0,4.0,2.8,1.2,0.0,1,1.0,1,3,7
1602,2016-10-07,Bath,Sale,Recreation Ground,home,Tom Foley,W,Fri,Oct,2016-17,28.4,16.2,23.4,23.8,0.4,0.2,0.6,0.4,3.2,2.6,1.6,0.8,1.8,1.2,1.6,0.0,2.6,2.2,2.0,0.0,2.4,2.0,2.6,0.0,1,1.0,1,9,6
46,2016-10-07,Sale,Bath,Recreation Ground,away,Tom Foley,L,Fri,Oct,2016-17,23.4,23.8,28.4,16.2,0.6,0.4,0.4,0.2,2.6,2.2,2.0,0.0,2.4,2.0,2.6,0.0,3.2,2.6,1.6,0.8,1.8,1.2,1.6,0.0,0,1.0,1,6,9
351,2016-10-08,Gloucester,Exeter,Sandy Park,away,Greg Garner,D,Sat,Oct,2016-17,19.8,21.4,25.8,24.2,0.6,0.2,0.8,0.2,1.8,1.8,2.4,0.0,2.8,1.6,1.2,0.2,2.8,2.6,2.2,0.0,3.2,2.0,1.4,0.0,0,0.0,0,8,2
729,2016-10-08,Northampton,Harlequins,Twickenham Stoop,away,Ian Tempest,L,Sat,Oct,2016-17,18.6,18.8,18.2,26.2,0.6,0.2,0.0,0.8,2.0,1.6,1.8,0.0,1.2,1.0,3.2,0.4,2.0,1.4,1.8,0.0,3.4,2.8,1.2,0.0,0,1.0,0,5,7
546,2016-10-08,Exeter,Gloucester,Sandy Park,home,Greg Garner,D,Sat,Oct,2016-17,25.8,24.2,19.8,21.4,0.8,0.2,0.6,0.2,2.8,2.6,2.2,0.0,3.2,2.0,1.4,0.0,1.8,1.8,2.4,0.0,2.8,1.6,1.2,0.2,0,0.0,0,2,8
186,2016-10-08,Newcastle,Bristol,Kingston Park,home,Wayne Barnes,W,Sat,Oct,2016-17,12.8,22.6,13.6,40.6,0.4,0.6,0.2,0.8,1.0,0.6,2.2,0.0,2.6,1.8,1.8,0.2,2.0,1.2,0.4,0.0,5.2,4.0,2.2,0.0,1,0.0,0,11,13
2119,2016-10-08,Leicester,Worcester,Welford Road,home,Tim Wigglesworth,W,Sat,Oct,2016-17,27.6,25.2,18.6,27.6,0.4,1.0,0.2,0.8,2.8,2.0,3.2,0.0,3.0,3.0,1.4,0.0,2.4,1.2,1.4,0.0,2.8,2.6,2.8,0.0,1,0.0,1,4,10
1418,2016-10-08,Harlequins,Northampton,Twickenham Stoop,home,Ian Tempest,W,Sat,Oct,2016-17,18.2,26.2,18.6,18.8,0.0,0.8,0.6,0.2,2.0,1.4,1.8,0.0,3.4,2.8,1.2,0.0,2.0,1.6,1.8,0.0,1.2,1.0,3.2,0.4,1,0.0,1,7,5
1258,2016-10-08,Bristol,Newcastle,Kingston Park,away,Wayne Barnes,L,Sat,Oct,2016-17,13.6,40.6,12.8,22.6,0.2,0.8,0.4,0.6,2.0,1.2,0.4,0.0,5.2,4.0,2.2,0.0,1.0,0.6,2.2,0.0,2.6,1.8,1.8,0.2,0,0.0,0,13,11
917,2016-10-08,Worcester,Leicester,Welford Road,away,Tim Wigglesworth,L,Sat,Oct,2016-17,18.6,27.6,27.6,25.2,0.2,0.8,0.4,1.0,2.4,1.2,1.4,0.0,2.8,2.6,2.8,0.0,2.8,2.0,3.2,0.0,3.0,3.0,1.4,0.0,0,1.0,0,10,4
1789,2016-10-09,Wasps,Saracens,Allianz Park,away,Matthew Carley,L,Sun,Oct,2016-17,39.2,19.4,29.0,9.0,0.6,0.4,0.8,0.0,5.2,4.2,1.6,0.0,2.2,1.2,2.0,0.0,3.4,2.4,2.4,0.0,0.6,0.6,1.6,0.0,0,1.0,1,3,1
